ID,Name,Country,Smoker,Fitness
118829238,Natalya Croxton,Laos,No,80
118989486,Loyd Restic,Chile,No,27
119136391,Denis Chaplin,France,Yes,94
119154825,Leigh Seidel,Bolivia,Yes,87
119171255,Rodrick Snidman,China,No,3
119380662,Lisha Spinrad,Georgia,No,90
119420035,Lillie Matrone,Mongolia,Yes,2
119449426,Vicente Konheim,Israel,No,86
119486043,Samira Housley,Bolivia,No,16
119766485,Noe Easton,Jordan,No,36
119909909,Leigh Holden,Kosovo,Yes,21
119965770,Deandra Mccorkle,Nepal,No,34
119994283,Kristina Koopman,Colombia,No,84
120031146,Aaron Moramarco,Kosovo,Yes,24
120181680,Emogene Koopman,Iran,Yes,99
120238702,Rhonda Hamada,Albania,Yes,99
120250344,Christoper Sandoval,Switzerland,No,76
120268222,Rafaela Shanabarger,Mongolia,Yes,44
120312724,Shelley Matrone,Bolivia,Yes,72
120315371,Sadye Viola,Bolivia,No,100
120446411,Alva Khan,Argentina,Yes,38
120572972,Mellie Henderson,Spain,No,0
120746407,Hipolito Heraclitus,Chile,No,41
120941497,Alva Leonard,Argentina,Yes,69
121103476,Erika Regoli,Nepal,No,83
121134542,Eldridge Tassinari,Georgia,Yes,3
121260997,Stella Nychka,Turkey,Yes,58
121661115,Divina Aronson,Vietnam,Yes,99
121671262,Corine Aronson,USA,No,30
121706670,Angelika Feldmann,France,No,37
121995607,Logan Strauss,Switzerland,Yes,19
122057375,January Baum,Peru,No,74
122104408,Lamonica Olken,Jordan,No,88
122159671,Annemarie Lipson,India,Yes,52
122252354,Angelika Holden,Japan,No,58
122495713,Rasheeda Regoli,China,No,84
122616896,Emmaline Howerton,Vietnam,Yes,27
122887786,Krysta Matrone,Israel,Yes,50
123046631,Hortense Donovan,Argentina,Yes,82
123114652,Ross Kerler,Laos,Yes,41
123355286,Verena Lipson,Spain,Yes,49
124053583,Sophie Vize,Peru,No,16
124080414,Jacquelyn Dipietro,France,No,44
124495241,Marie Berke,Jordan,Yes,37
124498623,Aubrey Spencer,Italy,Yes,74
124809218,Vada Dangora,Argentina,Yes,19
125087862,Machelle Lapson,Turkey,Yes,74
125154940,Melita Haas,Bolivia,Yes,34
125355832,Genoveva Rutter,Bolivia,Yes,66
125361085,Mellie Roca,Albania,Yes,72
125371066,Elisha Mulloy,Vietnam,Yes,99
125543365,Concetta Howerton,Kosovo,No,67
125543576,Elida Barro,Argentina,Yes,80
125663569,Gertude Easton,New Zealand,Yes,94
125731256,Jess Erbach,Colombia,No,32
125860582,Mabel Sommer,Montenegro,No,3
125890334,Tanja Calotychos,Turkey,Yes,21
126372277,Mabel Haas,Kosovo,Yes,94
126514764,Elana Legler,China,No,35
126601623,Harry Otun,Peru,No,61
126651664,Shemeka Paynter,Georgia,No,68
126757451,Rafaela Graessle,India,No,20
126889412,Gregorio Maisano,China,Yes,2
127197646,Zachary Benedict,Cambodia,Yes,98
127216465,Almeta Wilde,Laos,No,84
127581755,Yuk Kittridge,Colombia,No,73
127730537,Elsy Gutterson,China,Yes,45
127871326,Celine Barraclough,Nepal,Yes,90
127920128,Lee Etter,Colombia,Yes,99
128010602,Jacquelyn Housley,Laos,Yes,96
128422722,Verena Nawn,Israel,No,76
128558632,Divina Spellman,Georgia,No,56
128576241,Hortense Zhou,Colombia,No,69
128654103,Marisa Howe,Cambodia,Yes,74
128686161,Elida Dasse,Switzerland,No,57
128974810,January Babetski,Peru,No,81
128978735,Stella Mittag,Kosovo,No,48
129030358,Jeanie Nawn,Turkey,No,81
129312373,Ellie Romer,Kosovo,Yes,70
129325731,Twana Mathew,Chile,No,76
129395335,Genoveva Sallese,Georgia,No,88
129520176,Almeta Key,Bolivia,No,51
129622171,Leigh Klukovich,Switzerland,Yes,1
129762955,Eldridge Crowley,France,No,42
129906542,Dani Zhou,Vietnam,No,68
130062322,Twila Petty,Mongolia,Yes,22
130335812,Rosemary Erbach,Brazil,Yes,27
130361529,Lamonica Erbach,China,No,62
130480012,Doloris Kerler,Vietnam,No,55
130817617,Emmaline Crowley,Tajijistan,No,34
131066302,Celine Diliddo,Chile,Yes,57
131150078,Shela Guarnieri,USA,Yes,76
131228284,Emogene Calotychos,Vietnam,No,32
131232670,Clint Dipietro,New Zealand,Yes,95
131399754,Elsy Shepp,India,No,69
131629855,Francesco Brackett,Canada,No,78
131659817,Clint Star,Albania,No,33
131675685,Sophie Sommer,Bolivia,No,71
131722759,Erika Barraclough,Italy,No,74
131751890,Francesco Omoregie,Argentina,No,4
131835956,Delena Olken,Italy,No,14
132269893,Kathe Heraclitus,Spain,No,1
132347028,Ivey Menk,Spain,No,83
132815804,Bryce Voltaire,Laos,No,42
133100509,Delfina Kjonegaard,Colombia,No,80
133281821,Jeannette Yuen,New Zealand,No,22
133379854,January Veeh,India,No,21
133427077,Annemarie Henderson,Brazil,Yes,8
133437376,Emmaline Barro,Albania,No,35
133467065,Adina Seidel,Chile,Yes,70
133477336,Rafaela Spinrad,Argentina,Yes,17
133794472,Doloris Ustinowich,Jordan,Yes,74
134149999,Annemarie Moses,Canada,Yes,17
134420286,Divina Donovan,Colombia,Yes,0
134580056,Ellie Matrone,Colombia,Yes,11
134683065,Lamonica Cingolani,Laos,No,72
134772903,Genny Adair,Montenegro,No,24
134909358,Aaron Matrone,Spain,No,74
134990997,Elisha Kalil,New Zealand,Yes,84
135292861,Jene Nawn,Bolivia,Yes,59
135642041,Elsy Frevert,Chile,No,6
135908992,Tereasa Baum,Italy,Yes,38
135914956,Kimi Eilenberg,Switzerland,No,85
135948914,Freeda Erbach,USA,Yes,47
136181525,Lamonica Targett,France,No,6
136199148,Rosemary Arnold,China,No,85
136829123,Almeta Ticchi,Turkey,No,69
136927236,Yuk Linz,Israel,Yes,40
136943782,Christa Cumberworth,Brazil,Yes,25
137196142,Vada Bobak,China,Yes,49
137542567,Maria Mulloy,Iran,Yes,41
137868867,Dayle Schoofs,Bolivia,Yes,48
137979815,Simona Kalil,Nepal,Yes,54
138426153,Noe Luscia,Canada,No,15
138471922,Bridgett Levenstein,Peru,Yes,14
138515072,Ronald Cingolani,USA,Yes,60
139070958,Clint Kleinman,Kosovo,Yes,69
139094829,Verena Nychka,China,No,24
139210059,Yetta Shepp,Montenegro,No,87
139565592,Yer Mittag,New Zealand,Yes,78
140009948,Noe Yuen,New Zealand,No,70
140018207,Elana Basu,Chile,Yes,39
140169381,Annemarie Paynter,Italy,No,16
140201600,Twana Easton,Israel,No,56
140227005,Natacha Moser,Israel,Yes,25
140364319,Emogene Laisne,Nepal,Yes,64
140499898,Diann Bayles,Kosovo,No,13
140948389,Erna Regoli,Turkey,No,96
140988288,Maile Henderson,USA,No,7
141839503,Ross Lipson,Peru,Yes,27
141988679,Yetta Omoregie,Montenegro,No,6
142097997,Shella Star,Switzerland,No,22
142475581,Machelle Roca,Kosovo,Yes,100
142637379,Noe Diliddo,Tajijistan,Yes,2
142682897,Alisa Erbach,Brazil,Yes,9
142876100,Vennie Brinton,Cambodia,Yes,27
142935378,Janella Henderson,Chile,Yes,10
142957447,Lorraine Viola,India,Yes,66
142999988,Deana Ticchi,Colombia,Yes,17
143085620,Ellie Basu,Argentina,Yes,75
143111561,Adina Danz,Laos,No,22
143257794,Yuk Kalil,Switzerland,No,59
143653670,Adina Crowley,Montenegro,Yes,66
143998835,Masako Klukovich,Colombia,Yes,0
144265883,Jene Spellman,Vietnam,No,25
144318757,Reid Ustinowich,Peru,No,84
144455459,Lee Ticchi,Georgia,No,27
144470353,Elana Kerler,Spain,No,68
144584167,Twana Haas,Cambodia,No,6
144796326,Janis Targett,India,Yes,63
144843939,Marie Kalil,Brazil,Yes,45
145061638,Francesco Mittag,New Zealand,No,18
145086437,Ezra Erbach,Georgia,No,50
145120988,Genny Etter,Bolivia,Yes,5
145213941,Aubrey Andreatta,Iran,No,6
145346788,Clorinda Vize,Jordan,Yes,60
145463846,Rosemary Wiemann,Kosovo,Yes,31
145559109,Scarlet Paynter,Argentina,No,77
145850483,Alisa Barraclough,Peru,Yes,86
146047186,Almeta Cumberworth,Peru,No,44
146056596,Lisha Hanig,Nepal,No,49
146164671,Jeanie Tzu,Iran,No,52
146246206,Rhonda Tauber,USA,Yes,80
146270083,Kory Lecchini,Peru,Yes,93
146329081,Zoraida Yuen,India,Yes,36
146381919,Erna Canaday,Canada,No,35
146388902,Elana Humphries,Tajijistan,Yes,25
146391443,Marie Legler,Switzerland,No,94
146848338,Bess Sen,Argentina,No,73
147099522,Lorean Veeh,Bolivia,Yes,5
147204539,Kristina Jupp,India,No,63
147269249,Digna Rutter,Bolivia,Yes,44
147299138,Dani Guarnieri,Italy,No,39
147761391,Gaye Hamada,Italy,No,81
148013240,Clorinda Leonard,Cambodia,No,6
148115698,Bridgett Barraclough,Mongolia,Yes,3
148189132,Alisa Tzu,Georgia,Yes,7
148195114,Rachael Donovan,Georgia,No,71
148224044,Elsy Spinrad,Montenegro,Yes,37
148297018,Ariana Nomura,Turkey,Yes,73
148307615,Marie Key,New Zealand,No,34
148315169,Rosemary Graessle,Spain,Yes,24
148466361,Lilly Etter,Turkey,No,24
148541558,Kathe Guarnieri,Iran,No,53
148557110,Dayle Kalil,Argentina,No,39
148879189,Clint Otun,New Zealand,No,48
148956384,Dianna Barraclough,Laos,Yes,82
149026010,Verena Dangora,Turkey,No,41
149082436,Kathe Widing,USA,No,94
149234218,Kory Seidel,Colombia,No,32
149374003,Krysta Pradhan,Montenegro,Yes,76
149512836,Ariana Ticchi,Turkey,Yes,29
149907815,Twana Tauber,Argentina,Yes,80
150000489,Rhonda Schoofs,Israel,Yes,61
150076684,Verena Sargentich,Cambodia,No,82
150147977,Vada Chaplin,Cambodia,Yes,26
150148833,Lee Diliddo,Vietnam,No,40
150228199,Shemeka Lew,Jordan,No,68
150933880,Lee Otun,USA,No,82
151091579,Adriane Skerry,Switzerland,No,10
151183749,Doloris Moses,Turkey,No,3
151554102,Marissa Crowley,Bolivia,Yes,18
152001415,Rachael Sternlieb,Laos,No,13
152311506,Ezra Momose,Chile,Yes,84
152548297,Machelle Maisano,Bolivia,Yes,37
152566114,Leopoldo Canaday,Iran,Yes,82
152902299,Lorraine Strauss,Georgia,No,57
152971607,Shela Zhou,Spain,No,73
153344682,Elana Widing,Israel,Yes,80
153836109,Shela Gulati,Canada,No,63
153848419,Hipolito Tassinari,Vietnam,No,88
154015899,Miss Luther,Brazil,No,20
154158482,Natacha Vize,China,Yes,66
154203581,Bridgett Howe,Bolivia,No,32
154305616,Freeda Snidman,Albania,No,99
154367633,Shaunna Seidel,Georgia,Yes,43
154444760,Clorinda Adair,Tajijistan,Yes,94
154597623,Janella Horodowich,Argentina,Yes,51
154745009,Angelika Sargentich,France,No,74
154767120,Alva Howe,Colombia,Yes,60
154781016,Noe Star,Spain,Yes,14
154947427,Cathi Chaplin,Cambodia,No,66
155181012,Ross Calotychos,Albania,No,1
155213579,Clint Moser,Colombia,No,36
155602765,Christa Caratozzolo,France,No,12
155615435,Gaye Vize,Colombia,No,22
156183250,Miss Easton,Israel,No,45
156451932,Natacha Housley,India,No,37
156537604,Bok Percy,Japan,No,90
156624268,Shemeka Widing,Israel,No,55
156655403,Granville Restic,USA,No,26
156828142,Freeda Crowley,France,Yes,88
156857636,Noe Cumberworth,Colombia,Yes,81
156877628,Maryetta Hehlgans,Kosovo,No,85
157092471,Simona Canaday,Tajijistan,Yes,18
157326844,Elida Steutel,Chile,No,92
157336752,Ofelia Linz,Cambodia,Yes,98
157421949,Melita Howe,Laos,No,11
157636181,Clorinda Pruette,Montenegro,Yes,40
157758523,Shela Menniti,France,Yes,32
157770938,Yetta Etter,Albania,Yes,27
158535667,Cathi Konheim,Montenegro,No,92
158816037,Dani Calotychos,Montenegro,Yes,30
158972437,Gertude Adair,Turkey,Yes,12
159423662,Elida Klukovich,Nepal,Yes,7
159667353,Machelle Sandoval,Kosovo,No,85
159822975,Rachelle Wilde,Italy,No,39
159831925,Lorean Maisano,China,No,76
159901525,Jacquelyn Wilde,Japan,No,39
160162275,Vennie Tauber,Spain,Yes,28
160212483,Natalya Rayfuse,Chile,Yes,90
160271784,Vennie Koopman,Japan,No,66
160345016,Almeta Lanham,Colombia,Yes,1
160462098,Divina Lovie,Vietnam,No,9
160726585,Adina Moser,Bolivia,Yes,33
160746163,Celine Csuja,Jordan,Yes,59
160797482,Gregorio Reis,USA,Yes,48
160942260,Shemeka Holden,Italy,Yes,17
161432201,Bridgett Star,Cambodia,No,69
161707870,Ofelia Shepp,Turkey,No,56
161823912,Sophie Linz,Iran,Yes,53
161856125,Emogene Levenstein,Mongolia,Yes,12
162167487,Hipolito Maisano,France,No,42
162478607,Zachary Guarnieri,Kosovo,Yes,48
162617847,Twila Howerton,Peru,Yes,5
162770701,Denis Oh,Kosovo,Yes,21
162841996,Logan Luscia,Brazil,No,15
162889163,Verena Ticchi,India,No,45
162934582,Alva Csuja,Argentina,No,59
163123132,Loyd Koopman,Tajijistan,Yes,45
163368919,Gaye Legler,Albania,No,44
163593327,Wilfred Sallese,Tajijistan,No,85
163773716,Doloris Otun,Vietnam,No,2
163832709,Janine Danz,Mongolia,Yes,16
163971219,Boris Greenlaw,Georgia,Yes,3
163985909,Leo Erbach,China,Yes,59
164244019,Rosemary Leonard,Albania,No,77
164404458,Andy Easton,Switzerland,Yes,35
164419320,Masako Voltaire,Canada,Yes,13
164536164,Noe Shepp,Turkey,No,4
164586184,Boris Moramarco,Brazil,No,20
165057763,Dayle Crowley,Montenegro,Yes,56
165561670,Freeda Korrick,Mongolia,Yes,71
165600252,Jess Menk,France,Yes,27
165748189,Janine Yuen,China,No,24
165791131,Bridgett Levenstein,Argentina,No,70
165807864,Jacquelyn Percy,Japan,No,6
165824241,Ariana Vize,Georgia,No,16
165879604,Dani Wilde,Switzerland,No,88
166180262,Amanda Csuja,Jordan,Yes,41
166207512,Scarlet Lanham,Brazil,No,76
166270818,Leigh Clinton,Italy,No,39
166355968,CarolinClemmie Hanig,Canada,No,10
166620971,Deana Graessle,Spain,No,84
166743038,Delena Laisne,Iran,No,56
166876905,Twila Brackett,Argentina,Yes,47
167008579,Almeta Matrone,Mongolia,No,7
167280403,Annetta Felino,Bolivia,No,11
167454363,January Appelbaum,Japan,No,25
167568462,Jeannette Horodowich,Jordan,No,63
167580281,Yuk Horodowich,Tajijistan,Yes,12
167673851,Kristina Hardy,Turkey,No,81
167761644,Aaron Moses,New Zealand,No,36
167882642,Emmaline Spinrad,Georgia,No,80
167992841,Leigh Percy,Jordan,Yes,30
168101240,Rasheeda Gulati,Japan,Yes,39
168106510,Lee Raferty,Brazil,No,92
168165902,Bok Tenner,France,Yes,11
168263818,Ronald Regoli,France,No,39
168266570,Leo Lanham,Japan,No,48
168512322,Mellie Pavese,Jordan,Yes,12
168514302,Gregorio Vize,Jordan,Yes,20
168575117,Francesco Feldmann,Bolivia,Yes,19
168920362,Elana Star,Israel,Yes,61
169206924,Masako Blagg,Italy,No,52
169294496,Digna Parzen,Peru,Yes,58
169457052,Amanda Omoregie,USA,No,6
169550247,Bok Lapson,China,Yes,37
169936730,Almeta Kerler,Bolivia,No,52
170232636,Ezra Tassinari,Jordan,Yes,36
170437606,Diann Baranczak,Switzerland,Yes,28
170467610,Rodrick Cingolani,Canada,No,17
170532736,Wilfred Cingolani,Chile,No,40
170650920,Cathi Voltaire,Jordan,No,66
170754337,Janis Aristophanes,Israel,No,99
170785255,Aretha Ulloa,New Zealand,Yes,18
170835117,Kathe Menniti,India,No,68
170927031,Shaunna Jagger,China,No,57
170935899,Leo Laisne,Argentina,No,55
170945763,Krysta Canaday,Japan,No,100
170949741,Leopoldo Linz,Colombia,No,42
170983641,Alisa Olken,Israel,Yes,60
171010867,Sunni Klukovich,Jordan,No,100
171192289,Rhonda Howe,Tajijistan,Yes,33
171248977,Tanja Menk,Mongolia,No,71
171634077,Cathi Jupp,Israel,No,96
171695334,Freeda Pavese,Kosovo,Yes,67
171704634,Gwen Oh,Cambodia,Yes,45
172011420,Jess Baranczak,Kosovo,No,37
172071995,Leopoldo Mcgill,Colombia,Yes,77
172138081,Shelley Spencer,Nepal,Yes,31
172409667,Twana Dasse,Jordan,Yes,31
172410303,Noe Regazzini,Brazil,Yes,72
172725096,Freeda Otun,Brazil,Yes,38
172779642,Rhonda Steutel,Laos,No,66
172796835,Gregorio Clinton,Nepal,No,73
173023375,Tina Rutter,USA,No,69
173187136,Tanja Restic,Cambodia,No,16
173238890,Bridgett Myrvold,Canada,No,27
173404914,Simona Friedkin,Nepal,No,83
173411004,Concetta Yuen,Spain,Yes,1
173498756,Shaunna Linz,Mongolia,No,98
173628820,Nida Spencer,Spain,Yes,71
173927800,Jeff Legler,Kosovo,No,39
174416582,Natalya Legler,China,Yes,13
175110710,Alisa Zacharellis,Japan,Yes,16
175174604,Erna Luther,Jordan,Yes,93
175323861,Rachelle Mcgill,Cambodia,Yes,25
175566624,Rasheeda Restic,Bolivia,No,48
175798453,Adriane Snidman,Colombia,Yes,52
175854871,Kory Shanabarger,Jordan,Yes,87
175900016,Janella Crowley,Israel,Yes,42
176317129,Emogene Duckett,Italy,No,56
176350841,Yetta Croxton,Mongolia,No,27
176380969,Lilly Csuja,Jordan,No,95
176671664,Rasheeda Gulati,Spain,Yes,58
176690935,Lisha Aronson,New Zealand,No,97
176851235,Gwen Lecchini,Nepal,No,47
177440706,Kimi Moses,USA,Yes,84
177765422,Dianna Sandoval,USA,Yes,76
177821938,Elana Moser,Japan,Yes,52
178107486,Bryce Viola,Montenegro,Yes,32
178342097,Bess Moses,Turkey,No,30
178667246,Lamonica Mccorkle,Peru,Yes,50
178760026,Clint Housley,Bolivia,No,79
179147090,Leigh Targett,Georgia,Yes,40
179354402,Vennie Andreatta,Albania,Yes,11
179371424,Evan Lipson,Iran,Yes,52
179527134,Mellie Raferty,India,Yes,66
179649921,January Burton,Kosovo,Yes,74
179735832,Kristina Sommer,France,No,54
179736679,Kory Calotychos,Albania,Yes,12
179831573,Sophie Tzu,Colombia,Yes,73
179970633,Nida Sen,China,Yes,33
180164085,Yer Dipietro,Italy,Yes,99
180165552,Lisha Duckett,Japan,Yes,42
180259718,Christa Eilenberg,USA,Yes,48
180464859,Eldridge Clinton,Bolivia,Yes,58
180686233,Kimi Brackett,France,Yes,62
180706560,Rodrick Brinton,Tajijistan,Yes,81
181016348,Shelley Dangora,Bolivia,No,62
181334882,Leopoldo Menk,Kosovo,Yes,84
181337268,Natacha Appelbaum,France,No,8
181629401,Tereasa Wiemann,Vietnam,Yes,12
181733569,Shaunna Veeh,Turkey,Yes,66
182288932,Ofelia Barraclough,Switzerland,No,78
182573271,Bok Dukes,Italy,No,87
182603296,Clint Voltaire,USA,Yes,85
183119257,Ross Diliddo,Japan,Yes,31
183171482,Mabel Kleinman,Israel,No,86
183342345,Winona Frevert,Montenegro,No,51
183393801,Aretha Klukovich,Canada,No,45
183496614,Cameron Lipson,Kosovo,No,34
183539371,Maryetta Wilde,Vietnam,No,16
183569639,Rafaela Rutter,Argentina,No,78
183619007,Christoper Hanig,Argentina,No,49
183662503,Mabel Housley,Laos,No,44
183894237,Lisha Baum,Montenegro,No,56
184059994,Rachael Kerler,Jordan,No,1
184139753,Erika Ustinowich,China,Yes,54
184206218,Kristina Canaday,Albania,Yes,16
184324961,Bryce Roca,USA,No,93
184845414,Ofelia Guarnieri,Jordan,No,30
185110632,Maryetta Omoregie,Brazil,No,1
185215863,Kristina Luscia,Chile,No,4
185398270,Winona Lapson,Cambodia,No,89
185540579,Noe Luther,Jordan,No,49
185594986,Dayle Olken,Montenegro,Yes,63
185704565,Christoper Veeh,Kosovo,Yes,12
185788797,Boris Mittag,Spain,No,51
185875376,Annetta Mittag,Turkey,No,87
185991467,Jeannette Brackett,Italy,Yes,74
186061880,Christa Canaday,Nepal,No,2
186104595,Nida Dangora,Brazil,Yes,9
186104962,Annemarie Konheim,Vietnam,Yes,70
186149013,Bess Kleinman,Nepal,No,67
186328375,Corine Howerton,Turkey,Yes,69
186366230,Tereasa Gerstein,Italy,No,1
186415101,Gregorio Adair,Kosovo,Yes,13
186868571,Bok Mathew,Vietnam,Yes,24
186881508,Clorinda Spellman,Montenegro,Yes,20
187080499,Rasheeda Manly,USA,Yes,96
187130066,Freeda Spinrad,Cambodia,No,18
187374542,Pandora Petty,Montenegro,Yes,94
187401423,Krysta Chaplin,Vietnam,Yes,20
187426782,Alisa Goodrow,Brazil,Yes,53
187522093,Lorraine Spellman,Laos,Yes,1
187563891,Christa Lovie,Bolivia,No,95
187600546,Shaunna Sen,Jordan,Yes,52
187870731,Emmaline Hyland,Peru,Yes,87
187876871,Mellie Lecchini,India,No,34
188489065,Christoper Mulloy,Albania,Yes,34
188612527,Deana Appelbaum,Iran,Yes,57
188782419,Cameron Romer,Iran,No,28
188923225,Chrystal Ringwald,Italy,Yes,31
189377432,Rachelle Aronson,Nepal,No,19
189380540,Leo Zhou,USA,Yes,14
189745569,Shaunna Hardy,India,No,10
189778048,Janis Legler,USA,No,80
189786149,Lisha Arnold,Cambodia,Yes,96
189908359,Lorean Lanham,Chile,No,78
189948664,Leopoldo Yuen,Iran,Yes,26
190240408,Logan Roca,China,Yes,47
190426942,Jene Kleinman,Chile,Yes,51
190439006,Janis Easton,Spain,Yes,74
190714689,Alva Vize,Argentina,No,10
190939789,Bok Moramarco,China,No,2
191122031,Bess Luscia,Italy,No,91
191183212,Rodrick Jupp,Turkey,No,80
191411377,Shanae Appelbaum,New Zealand,Yes,15
191464883,Natalya Nawn,Mongolia,Yes,25
191585563,Dianna Tassinari,Switzerland,Yes,54
191624477,Melita Donovan,Brazil,No,28
191644777,Rachelle Parzen,Spain,No,99
192111945,Harry Diliddo,Japan,No,74
192115405,Marisa Sternlieb,Georgia,No,8
192150357,Lisha Easton,Montenegro,Yes,80
192203276,Sunni Strauss,Vietnam,Yes,25
192259506,Aretha Strauss,Iran,Yes,42
192299430,Maria Legler,Colombia,Yes,10
192323774,Dianna Schmitz,Montenegro,No,93
192346621,Twana Kittridge,Switzerland,Yes,89
192379989,Christoper Mittag,Canada,No,62
192684811,Bok Housley,USA,Yes,43
192698432,Kathe Baum,Albania,No,91
192821545,Janine Lupton,Canada,Yes,46
192887396,Adina Paynter,Colombia,Yes,13
193004902,Alva Mckeon,India,Yes,45
193096572,Delena Key,Kosovo,No,61
193112411,Maria Diliddo,China,Yes,83
193157659,Jacquelyn Adair,New Zealand,Yes,43
193247897,Bok Myrvold,Colombia,Yes,41
193421224,Delena Lipson,Colombia,No,37
194078904,Clint Greenlaw,Italy,No,98
194121460,Ofelia Rayfuse,Italy,No,89
194277353,Delfina Croxton,Mongolia,Yes,91
194281411,Miss Lapson,Mongolia,No,89
194310213,Clorinda Berke,Japan,Yes,71
194758170,Rafaela Csuja,Spain,No,27
194887232,Logan Dukes,Kosovo,Yes,35
194908450,Pandora Regazzini,Cambodia,No,85
195544829,Digna Gulati,Iran,No,8
195599059,Annetta Oh,Tajijistan,No,6
195958923,Shemeka Danz,Vietnam,Yes,4
196142287,Yuk Menk,New Zealand,No,7
196189924,January Yuen,Switzerland,Yes,14
196426768,Leopoldo Moses,India,Yes,10
196885016,Corine Schonhorn,India,No,44
197020977,Vennie Kalil,New Zealand,Yes,10
197195349,Leopoldo Donovan,Nepal,No,24
197197083,Vennie Walz,Albania,No,47
197366478,Vada Seidel,Jordan,Yes,18
197474702,Annetta Felino,Spain,No,96
197595478,Nida Graessle,Bolivia,Yes,73
197817935,Erika Housley,Canada,No,15
197939352,Rodrick Brinton,Italy,No,9
198153449,Lillie Mittag,New Zealand,No,84
198394688,Bess Farrow,Turkey,Yes,30
198548916,Ronald Roca,Colombia,No,59
198773394,Freeda Hardy,USA,Yes,10
198865293,Corine Olken,Albania,Yes,54
199085885,Rachael Zacharellis,Georgia,Yes,52
199154935,Stella Arnold,Cambodia,Yes,25
199254172,Hipolito Gerstein,Cambodia,No,69
199363191,Bok TasciottiBurandt,Iran,No,30
199481832,Christoper Zhou,Spain,No,2
199693841,Diann Momose,Laos,No,45
199762832,Samira Mulloy,China,Yes,60
200034257,Rachelle Sen,Georgia,No,62
200281332,Jeff Walz,Italy,No,56
200457875,Hipolito Spencer,Laos,Yes,92
200459714,Concepcion Howerton,France,No,35
200649509,Dani Caratozzolo,Israel,No,73
200802340,Erika Guarnieri,Peru,Yes,51
200955785,Elsy Mulloy,New Zealand,No,35
201045221,Elana Barro,Laos,Yes,3
201098475,Shela Legler,Jordan,No,24
201315104,Mellie Voltaire,Canada,No,100
201447435,Rhonda Tauber,Argentina,No,88
201876137,Zachary Nawn,Chile,Yes,0
202163877,Leo Housley,New Zealand,Yes,100
202226582,Jacquelyn Widing,Nepal,Yes,51
202395513,Jeff Andreatta,Argentina,No,78
202497019,Natalya Burton,Argentina,Yes,50
202775522,Alva Star,Japan,No,77
202868734,Delfina Luscia,Spain,No,2
202887777,Lilly Appelbaum,USA,No,81
203518699,Ariana Donovan,Israel,Yes,60
203730166,Lorean Ticchi,Spain,Yes,81
203788157,Kimi Canaday,Albania,No,46
203861403,Jess Pavese,Jordan,Yes,73
203865742,Rafaela Ulloa,Colombia,Yes,7
204195282,Lisha Parzen,Spain,Yes,76
204291030,Zachary Percy,Argentina,Yes,0
204998808,Melita Hanig,Vietnam,Yes,38
205049421,Lorraine Barraclough,Albania,No,72
205140581,Concetta Danz,Montenegro,Yes,44
